hall_ticket_no,student_name,parent_name,parent_phone,maths1a,maths1b,physics1,chemistry1,maths2a,maths2b,physics2,chemistry2,ipe_total,eamcet_marks,final_score,rank_position
HTNO20250980,Crystal Strickland,Christopher Perez,8086482550,69,38,58,60,39,51,52,58,425,33,35.144675925925924,931
HTNO20250206,Jon Turner,Katie Mcclain,6462759239,58,36,37,20,72,37,35,38,333,42,35.10416666666667,932
HTNO20250011,Darren Morrison,Walter Pierce,6853811812,33,60,21,20,44,59,20,45,302,45,35.07523148148148,933
HTNO20250031,Maria Dunn,Monica Bryant MD,7195513702,43,53,21,22,65,45,35,28,312,44,35.06944444444444,934
HTNO20250004,Brian Bell,Samantha Scott,8974894968,55,61,26,20,35,46,48,20,311,44,35.02314814814815,935
HTNO20250242,Erin Dudley,Steven Miller,6873126931,32,74,28,52,46,41,59,29,361,39,34.99421296296296,936
HTNO20250920,Paul Hernandez,Michelle Williams,7648009537,52,37,43,44,69,57,35,54,391,36,34.97685185185185,937
HTNO20250181,Charles Franklin,Jacob Mitchell,8874903742,66,60,36,51,63,30,26,59,391,36,34.97685185185185,938
HTNO20250943,Renee White,Rhonda Anderson,8310118998,61,48,24,39,45,35,50,28,330,42,34.96527777777778,939
HTNO20250666,Steven Sullivan,Mark Salas,6058043093,45,31,25,49,37,75,39,35,336,41,34.77430555555556,940
HTNO20250919,Caitlin Bridges,Marissa Cuevas,8058061271,51,70,32,38,71,41,38,54,395,35,34.69328703703704,941
HTNO20250476,Amy Perez,Michael Shaw,6418024178,65,44,21,59,67,34,51,33,374,37,34.65856481481481,942
HTNO20250179,Richard Acosta,Grace Schwartz,6570312774,73,51,47,38,42,54,41,37,383,36,34.60648148148148,943
HTNO20250303,Carrie Webb,Joyce Graham,6243663877,62,58,40,27,49,33,28,55,352,39,34.5775462962963,944
HTNO20250804,Mrs. Alexis Wolfe,Kari White,6266274919,66,47,57,43,34,38,39,46,370,37,34.47337962962963,945
HTNO20250923,Kathleen Ray,Christina Jackson,8152283592,59,71,37,37,34,63,45,53,399,34,34.40972222222222,946
HTNO20250567,Brian Green,Timothy Esparza,6218104235,74,74,35,50,65,36,42,32,408,33,34.357638888888886,947
HTNO20250119,Gregory Combs,Austin Sanchez,7627910247,45,68,24,25,48,68,39,20,337,40,34.351851851851855,948
HTNO20250446,Barbara Salinas,Maria Garza,6656697795,51,36,60,54,59,30,46,50,386,35,34.27662037037037,949
HTNO20250421,Monique Wade,Calvin Harris,8593775327,52,38,52,32,45,31,49,24,323,41,34.1724537037037,950
HTNO20250552,Katherine Nelson,Ashley Flores,6785415542,72,53,30,29,63,68,56,32,403,33,34.126157407407405,951
HTNO20250236,Michelle Navarro,Sara Medina,8614914050,73,42,47,53,50,43,33,31,372,36,34.09722222222222,952
HTNO20250758,Steven Burgess,Samantha Reynolds,6727059400,46,37,60,31,55,60,56,24,369,36,33.95833333333333,953
HTNO20250766,Valerie Meza,Deborah Lane,7552528909,53,30,45,35,57,51,39,38,348,38,33.923611111111114,954
HTNO20250977,Jason Medina,Mrs. Renee Grant,6813729883,37,67,29,32,52,61,29,29,336,39,33.83680555555556,955
HTNO20250099,David Collins,Tammy Hines,9458802941,56,64,28,31,50,32,58,25,344,38,33.738425925925924,956
HTNO20250931,Carl Cruz,Rachael Marshall,6264175738,32,64,29,44,58,65,20,21,333,39,33.69791666666667,957
HTNO20250071,Jennifer Hicks,Pamela Floyd,8593309427,43,37,55,51,54,37,20,54,351,37,33.59375,958
HTNO20250396,Joe Rosario,Nicole Mcdaniel,7791188025,61,48,33,56,43,62,60,46,409,31,33.46643518518519,959
HTNO20250269,Matthew Jones,Pamela Sanchez,6365512791,40,64,25,21,51,39,38,60,338,38,33.460648148148145,960
HTNO20250494,Christian Mitchell,Philip Perkins,8574152621,65,33,41,22,67,53,38,39,358,36,33.449074074074076,961
HTNO20250823,Tracey King,Felicia Parks,9232941430,58,38,36,44,37,73,55,37,378,33,32.96875,962
HTNO20250859,Robert Perez,Deanna Villarreal,9593445048,71,56,38,26,71,69,20,44,395,31,32.81828703703704,963
HTNO20250651,Chad Koch,Tony Woods,6575855687,63,59,25,45,67,42,48,55,404,30,32.7662037037037,964
HTNO20250054,Jennifer Watson,Brian Kelly,6968631037,54,42,44,22,42,50,42,35,331,37,32.667824074074076,965
HTNO20250937,Abigail Chavez,Jennifer Johnson,9832464970,72,65,28,43,45,60,26,40,379,32,32.5462962962963,966
HTNO20250153,Lori Williams,Laurie Gregory MD,7845706960,48,70,36,32,57,60,49,37,389,31,32.54050925925926,967
HTNO20250275,Tiffany Booker,Ms. Danielle Chan,7563388178,44,75,48,36,45,42,49,50,389,31,32.54050925925926,968
HTNO20250442,Matthew Jimenez,Lori Harvey,8954849975,47,41,53,45,70,70,28,33,387,31,32.44791666666667,969
HTNO20250756,Michael Munoz,Brittany Warren,8522655105,56,36,21,26,74,50,34,37,334,36,32.33796296296296,970
HTNO20250270,Caitlin Clark,Katherine Davis,9271261566,65,33,39,34,44,68,35,35,353,34,32.280092592592595,971
HTNO20250761,Jennifer Curtis,Dawn Grimes,8054111494,34,46,42,30,59,45,38,25,319,37,32.11226851851852,972
HTNO20250326,Francisco Calderon,Stephanie Ray,6529967630,30,52,47,40,74,45,50,31,369,32,32.08333333333333,973
HTNO20250501,Joseph Lane,Kaitlyn Mason,8381334399,49,40,37,51,48,63,41,40,369,32,32.08333333333333,974
HTNO20250249,Monica Taylor,Patricia Taylor DDS,7251706849,46,32,33,28,49,37,58,25,308,38,32.07175925925926,975
HTNO20250973,Amanda Bailey,Anthony Rowe,9947049989,33,61,56,26,66,40,24,42,348,34,32.048611111111114,976
HTNO20250436,Stephen Jones,Trevor Moyer,7278584727,48,50,54,41,48,67,21,38,367,32,31.99074074074074,977
HTNO20250475,Mary Swanson,Christina Caldwell,7132154153,51,53,26,38,47,50,50,29,344,34,31.863425925925927,978
HTNO20250869,Dylan Rodriguez,James Burns,8221090260,34,31,35,24,55,37,23,33,272,41,31.81134259259259,979
HTNO20250728,Michael Ross,Russell White,9653607398,47,33,26,48,34,59,31,44,322,36,31.78240740740741,980
HTNO20250250,Melissa Bush,Brent Thomas,9146337283,45,38,38,25,47,73,23,53,342,34,31.770833333333332,981
HTNO20250883,Heather James,Herbert Mccarthy,6389865800,34,58,27,31,31,56,58,36,331,35,31.730324074074073,982
HTNO20250675,Matthew Huerta,Brandy Thomas,9982193933,52,35,40,42,33,46,55,56,359,32,31.62037037037037,983
HTNO20250508,Mary Wood,Jamie Delgado,6934159681,37,30,28,57,42,42,49,50,335,34,31.44675925925926,984
HTNO20250981,James Rivera,Alexis Graham,6650480385,45,59,35,48,53,39,24,49,352,32,31.296296296296298,985
HTNO20250120,Dr. Lori Rodriguez,John Robinson,6273920025,58,56,34,38,54,30,42,40,352,32,31.296296296296298,986
HTNO20250670,Gina Ferguson,Derrick Hudson,9328891111,42,45,51,29,43,42,50,29,331,34,31.261574074074073,987
HTNO20250899,Morgan Green,Danielle Morris,7948699324,49,62,46,35,35,58,49,25,359,31,31.15162037037037,988
HTNO20250477,Debra Henderson,Alyssa Thomas,6523107606,51,34,36,26,72,72,21,56,368,30,31.099537037037038,989
HTNO20250688,David Olsen,William King,7639716496,57,59,26,22,48,54,44,51,361,30,30.775462962962962,990
HTNO20250837,Phillip Beasley,Erica Snyder,7182579502,60,47,44,22,61,51,25,28,338,32,30.648148148148145,991
HTNO20250705,Jason Johns,Kimberly Mason,7182205984,44,72,38,23,34,65,46,34,356,30,30.54398148148148,992
HTNO20250426,Nathan Weeks,Sharon Turner,6603846741,35,52,49,28,31,30,52,27,304,35,30.480324074074076,993
HTNO20250298,Thomas Dixon,Ronald Mccormick,8398045627,34,53,38,60,63,45,31,20,344,31,30.457175925925927,994
HTNO20250102,Toni Martinez,Brian Bennett,9829525893,51,47,25,55,43,48,46,23,338,31,30.179398148148145,995
HTNO20250356,Robert Underwood,Jorge Johnson,7235999770,59,31,47,32,32,47,52,46,346,30,30.08101851851852,996
HTNO20250210,Mitchell Allen,Emily Ward,7228348553,65,67,25,24,46,46,43,29,345,30,30.03472222222222,997
HTNO20250331,Carl Kramer,Tracey Castillo,8401289365,31,42,54,20,46,45,44,42,324,32,30.0,998
HTNO20250590,Monica Berry,David Greene,9213729197,39,30,20,35,53,73,26,60,336,30,29.618055555555557,999
HTNO20250783,Stacey Alexander,Donna Reed,8500064509,58,32,39,22,40,38,48,38,315,30,28.645833333333336,1000
